model_id,model_revision,workload,concurrency,repetitions,paired_performance_repetitions,tp1_output_tokens_per_second,tp2_output_tokens_per_second,tp2_over_tp1_speedup,tp1_ttft_ms,tp2_ttft_ms,tp1_tpot_ms,tp2_tpot_ms,tp1_itl_ms,tp2_itl_ms,tp1_e2e_latency_ms,tp2_e2e_latency_ms,tp1_maximum_vram_mib,tp2_maximum_vram_mib,tp1_gpu_utilization_percent,tp2_gpu_utilization_percent,tp1_oom_repetitions,tp2_oom_repetitions,tp1_failed_repetitions,tp2_failed_repetitions,tp1_resource_boundary_repetitions,tp2_resource_boundary_repetitions,classifications
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,prefill_heavy,4,5,5,31.406251359776615,35.156449237322505,1.1192422235287998,5242.168737080004,2736.447826649978,86.76191383007854,93.07230547622082,86.86006677828486,93.18696708365339,16260.931793499976,14556.630622130024,13661.0,13737.0,61.87784491866982,41.05276441285032,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,prefill_heavy,8,5,5,37.185574284725,54.875873542989964,1.4756839645539066,7935.908124724907,4297.530495350001,153.37374446338634,112.18809869658794,153.5612500511748,112.32559387185434,27414.373671574973,18545.419029816672,13661.0,13737.0,64.83093274711061,42.675230646543774,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,prefill_heavy,16,5,5,41.48693244097943,74.35933171931319,1.7921800949980327,11140.58437478335,6097.25726492084,298.9056536965221,167.12798574360232,299.2962332740252,167.34586758336314,49101.60239424166,27322.511454358337,13661.0,13739.0,77.03853613524603,56.443569847762966,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,prefill_heavy,32,5,5,40.44043395266015,80.44038636353807,1.98899508708254,40343.82762213956,9352.391828643758,441.3756729493439,323.4611558052165,441.9153543395287,323.85736087896174,96398.53808670625,50431.95861590626,13663.0,13737.0,87.28207867444202,70.8713600920692,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,prefill_heavy,64,5,5,40.91652105573043,83.81879960734848,2.0484613299848826,123183.9122121854,15865.802647443732,461.76801876757725,634.6649411155921,462.3313320929801,635.4451353997382,181828.45059566773,96468.25016912394,13663.0,13739.0,93.08268514234007,82.571150137214,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,short,1,5,5,20.250078853545936,12.53038886451549,0.627787408278578,99.38575122002817,92.55867491001027,49.627313240158436,79.73808051873038,49.62524634936475,79.73567947873077,3225.9064853500095,5116.057747590024,13597.0,13739.0,34.97146866145972,34.54015642391544,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,short,4,5,5,78.7564531480043,46.50125408533414,0.5901583103854369,213.23518655003795,298.86274287000447,47.93821715079363,82.45673353111138,47.9334518138093,82.45358379761949,3233.342867050037,5493.636955330021,13597.0,13739.0,21.93025728613264,19.3732115004643,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,short,8,5,5,148.72690650181445,93.12165071571806,0.625995067716197,377.8790441499761,399.5347607000042,47.95660395555594,80.42949306362387,47.946026636243765,80.42235208531739,3399.1450933500005,5466.592823708307,13597.0,13739.0,19.056592390824584,15.543086797936965,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,short,16,5,5,252.96659457485617,176.1452794430874,0.6959535436034197,693.8347272999948,578.7875248333298,52.30095838723552,82.47188040886242,52.27694702116371,82.4636377891537,3988.7951056958323,5774.515990591662,13659.0,13739.0,22.450983974449137,16.900249895883938,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,short,32,5,5,360.5023258337943,326.47879580965366,0.9058257976888673,1055.7159803833617,839.9238607000016,72.30755787093213,85.13667528128319,72.29468171917941,85.13000359100502,5611.092126252086,6203.534403420842,13661.0,13739.0,29.085952191883912,19.41297916808765,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
microsoft/Phi-4-mini-instruct,cfbefacb99257ffa30c83adab238a50856ac3083,short,64,5,5,477.25928341706083,588.5173350191147,1.236254598530661,1754.9340723468915,1231.1861447916422,106.9599908856973,89.31804519389883,106.94272578014184,89.30014468149784,8493.413498145821,6858.222992007269,13661.0,13739.0,37.669747421439055,23.470913537728325,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,balanced,1,5,5,25.061333398453435,17.938965541956787,0.7775575086845341,253.5924817299906,170.82247218002635,42.08685870521585,55.38128072513721,42.086375993647195,55.38066699415684,10985.741451560034,14293.049057090011,12943.0,13071.0,70.15882381952494,51.27611501986994,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,balanced,4,5,5,89.83639157612859,68.5561949797873,0.7639367171008835,780.6359094299705,510.6358888899945,41.54527450972563,56.563080299490174,41.54403153035308,56.562426259843086,11374.680909410006,14934.22136525999,13001.0,13071.0,54.349551829493805,37.28924524040468,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,balanced,8,5,5,140.53871690905527,132.28274077065848,0.9422546157277705,1352.0741383666823,757.734807691664,51.62244765444443,57.62260160777794,51.6213802222548,57.62179977218956,14515.798290250012,15451.49821767504,13053.0,13107.0,50.92993244168146,33.40160062686683,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,balanced,16,5,5,201.71058004450438,246.56675387256513,1.2233540782305492,2243.230739995836,1253.5831865750026,70.53963392498365,59.88354391879086,70.53818213099676,59.882319024313766,20230.83739086667,16523.886885866672,13053.0,13107.0,58.319390036716186,38.228474019228464,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,balanced,32,5,5,252.15227572305048,423.9475316717384,1.6825103202795735,3292.0386040791623,1849.1492891771002,114.0729719013481,67.98523259969775,114.07096219594769,67.98304783866834,32380.646438922926,19185.383602100024,13053.0,13107.8,69.33877066079124,47.52083406346966,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,balanced,64,5,5,310.34321947733235,540.7016474247848,1.7428690868104808,5004.7929196395835,2751.4613932250086,186.4111565491789,107.19795326580879,186.4074811608415,107.19387111058002,52539.63783968021,30086.93947600625,13053.0,13107.0,78.29286402150066,58.55536312706799,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,prefill_heavy,1,5,5,19.898378252285728,16.19925456500859,0.8149367212816342,1713.515487789964,1013.5833508700034,37.12399217740205,54.22552770685079,37.123058292834784,54.22842296521998,6428.262494320024,7900.225369640054,13051.0,13107.0,65.23475124760537,47.76991985784045,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
