model_id,model_revision,workload,concurrency,repetitions,paired_performance_repetitions,tp1_output_tokens_per_second,tp2_output_tokens_per_second,tp2_over_tp1_speedup,tp1_ttft_ms,tp2_ttft_ms,tp1_tpot_ms,tp2_tpot_ms,tp1_itl_ms,tp2_itl_ms,tp1_e2e_latency_ms,tp2_e2e_latency_ms,tp1_maximum_vram_mib,tp2_maximum_vram_mib,tp1_gpu_utilization_percent,tp2_gpu_utilization_percent,tp1_oom_repetitions,tp2_oom_repetitions,tp1_failed_repetitions,tp2_failed_repetitions,tp1_resource_boundary_repetitions,tp2_resource_boundary_repetitions,classifications
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,prefill_heavy,4,5,5,35.79826477228859,46.13186785462686,1.2896627654334694,4695.864306850012,2619.5457646000023,75.36951866393717,66.508794517165,75.36830865338584,66.5289501682145,14267.793177170033,11066.162668279958,13053.0,13107.0,60.25307052050687,38.695794960112515,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,prefill_heavy,8,5,5,42.15292951209399,66.77670439029058,1.5848770728210628,7077.823737658317,3935.2122423667047,134.73322660393723,88.92217891181119,134.73194686207358,88.92064643359575,24188.943516358344,15228.328964166725,13053.0,13107.0,63.053733897448275,40.806641893491644,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,prefill_heavy,16,5,5,46.68080081699496,83.10687077111444,1.780463285352728,10158.793437670865,5658.443817274978,263.8197485914369,148.01257756207377,263.8175203535103,148.01081420577458,43663.901508783354,24456.04116765835,13055.0,13109.0,75.01924517972802,54.01340501713205,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,prefill_heavy,32,5,5,45.60175794746523,88.65235824158414,1.9446628520356826,30768.65065682502,8740.879098866679,430.35322896302495,291.9585642753117,430.3503903677658,291.95636547455706,85423.5107351292,45819.61676183126,13055.0,13107.0,85.96466445885929,69.11604973445434,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,prefill_heavy,64,5,5,45.79666589263694,93.23311301490486,2.036408512460179,105075.24050343125,14630.864601279181,449.13974072444216,568.5451118905264,449.13643595952254,568.5406075059057,162115.9875754354,86836.09381137603,13055.0,13109.0,92.36409916597776,80.77442120855306,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,short,1,5,5,25.92625781157737,17.370700930231333,0.7099299237261674,75.86506478994465,66.08681154997612,40.38355386603223,57.38891007793698,40.381629232381705,57.38623040920678,2620.0289583499753,3681.588146460005,12945.0,13073.0,37.30375656047345,30.906635128650002,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,short,4,5,5,104.32980770990685,64.8016969173943,0.6210053595653491,188.96060003001935,267.25625431000253,35.439386041586246,58.00786329142867,35.43564032111106,58.004622878571396,2421.641920649953,3921.751641670008,12947.0,13073.0,22.76773201688604,17.192755768729956,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,short,8,5,5,182.75671610697506,127.87243213125018,0.6998020412948035,343.4171149999903,285.56738709167655,38.13710758690515,58.40541534933808,38.12563259629631,58.39947230925933,2746.054892975015,3965.108554099976,12947.0,13073.0,19.921796846674034,14.518949700334748,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,short,16,5,5,299.9756400143232,240.92318618430463,0.8036178225058264,641.9881908541441,488.06509619167474,43.252823281151,58.904002035052926,43.22671004834692,58.894235586838704,3366.9160575666574,4199.01722440001,13049.0,13100.2,22.151467854317676,15.664381082224233,0,0,0,0,0,0,NO_CROSSOVER_OBSERVED
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,short,32,5,5,404.0461262753208,441.8334066047616,1.0948092731174566,1023.4497420333184,725.9281231416446,63.28699796746046,61.066922872123214,63.27323274953726,61.053036312665256,5010.530613983328,4573.1442640854075,13055.0,13110.2,28.739847522583624,17.90300882822021,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
mistralai/Ministral-3-3B-Instruct-2512-BF16,b6d637bef2393152b3da2b2fde72eecdee30557e,short,64,5,5,538.9618113044655,759.6337939942711,1.4129871766546926,1684.4641067041655,1039.5826079135327,92.47684300995377,67.55584142389243,92.46004013103513,67.53869040489413,7510.505216331253,5295.600617618757,13055.0,13109.8,36.14670785440613,21.336368816769085,0,0,0,0,0,0,THROUGHPUT_CROSSOVER;LATENCY_CROSSOVER
